1,50,-42.6943,-1.0000
2,50,-177.3684,-4.0000
3,50,-18.8394,0.0000
4,50,-45.7280,-1.0000
5,50,36.6268,1.0000
6,50,-49.0046,-1.0000
7,50,-35.4600,-1.0000
8,50,17.5750,0.0000
9,50,-49.0761,-1.0000
10,50,-36.8775,-1.0000
11,50,-54.2015,-1.0000
12,50,73.6377,1.0000
13,50,-125.0367,-3.0000
14,50,-29.9813,-1.0000
15,50,-33.4258,-1.0000
16,50,-41.0728,-1.0000
17,50,-46.9906,-1.0000
18,50,-46.5425,-1.0000
19,50,-35.8763,-1.0000
20,50,18.2400,0.0000
21,50,-40.2699,-1.0000
22,50,-42.5743,-1.0000
23,50,-100.4262,-2.0000
24,50,-20.9200,0.0000
25,50,-161.7549,-3.0000
26,50,0.9951,0.0000
27,50,-160.3935,-3.0000
28,50,-21.8618,0.0000
29,50,-11.3508,0.0000
30,50,-44.6414,-1.0000
31,50,-94.1010,-2.0000
32,50,-22.6570,0.0000
33,50,-46.5555,-1.0000
34,50,-46.2853,-1.0000
35,50,-48.8570,-1.0000
36,50,78.9018,2.0000
37,50,-22.5178,0.0000
38,50,-39.5468,-1.0000
39,50,-38.9005,-1.0000
40,50,-41.3516,-1.0000
41,50,-73.1214,-1.0000
42,50,-52.1788,-1.0000
43,50,-47.0239,-1.0000
44,50,-31.7277,-1.0000
45,50,-44.3015,-1.0000
46,50,-50.7020,-1.0000
47,50,-43.2647,-1.0000
48,50,109.7860,2.0000
49,50,-36.4046,-1.0000
50,50,-46.2035,-1.0000
51,50,-51.2057,-1.0000
52,50,-33.6441,-1.0000
53,50,-47.0141,-1.0000
54,50,9.5550,0.0000
55,50,9.1075,0.0000
56,50,64.6623,1.0000
57,50,-103.4114,-2.0000
58,50,1.2717,0.0000
59,50,-41.9017,-1.0000
60,50,-157.6638,-3.0000
61,50,51.9852,1.0000
62,50,-42.4796,-1.0000
63,50,-45.9099,-1.0000
64,50,-34.0673,-1.0000
65,50,-90.0531,-2.0000
66,50,-25.9733,-1.0000
67,50,-130.2408,-3.0000
68,50,-21.3897,0.0000
69,50,-23.5944,0.0000
70,50,-75.3308,-2.0000
71,50,52.6261,1.0000
72,50,-106.8755,-2.0000
73,50,-31.6119,-1.0000
74,50,-91.9418,-2.0000
75,50,-25.2856,-1.0000
76,50,8.3285,0.0000
77,50,-35.2009,-1.0000
78,50,-81.1496,-2.0000
79,50,-41.3384,-1.0000
80,50,-43.3251,-1.0000
81,50,-44.9588,-1.0000
82,50,-33.4905,-1.0000
83,50,-54.0346,-1.0000
84,50,-61.7716,-1.0000
85,50,-36.7353,-1.0000
86,50,-44.6749,-1.0000
87,50,-42.0677,-1.0000
88,50,-41.0246,-1.0000
89,50,-199.5870,-4.0000
90,50,-35.3550,-1.0000
91,50,94.8379,2.0000
92,50,-49.6803,-1.0000
93,50,-79.0135,-2.0000
94,50,-72.6243,-1.0000
95,50,-53.7045,-1.0000
96,50,-44.7263,-1.0000
97,50,7.7480,0.0000
98,50,-36.3429,-1.0000
99,50,-35.1962,-1.0000
100,50,25.3388,1.0000
101,50,-38.2597,-1.0000
102,50,-45.2463,-1.0000
103,50,-168.8568,-3.0000
104,50,-34.4906,-1.0000
105,50,-40.3032,-1.0000
106,50,-40.0263,-1.0000
107,50,-40.5417,-1.0000
108,50,-36.6050,-1.0000
109,50,-39.1428,-1.0000
110,50,-38.8621,-1.0000
111,50,-20.6187,0.0000
112,50,33.9573,1.0000
113,50,-157.9953,-3.0000
114,50,-50.8938,-1.0000
115,50,-50.7713,-1.0000
116,50,83.3603,2.0000
117,50,-35.7787,-1.0000
118,50,-68.2523,-1.0000
119,50,-74.9968,-1.0000
120,50,-60.2109,-1.0000
121,50,-42.5185,-1.0000
122,50,-50.7747,-1.0000
123,50,54.3893,1.0000
124,50,-50.7627,-1.0000
125,50,-41.2023,-1.0000
126,50,-46.6279,-1.0000
127,50,-24.4709,0.0000
128,50,-53.1417,-1.0000
129,50,-16.3010,0.0000
130,50,-46.3042,-1.0000
131,50,-35.7667,-1.0000
132,50,-110.7014,-2.0000
133,50,-26.3634,-1.0000
134,50,-25.1734,-1.0000
135,50,-39.8147,-1.0000
136,50,-73.7309,-1.0000
137,50,78.4370,2.0000
138,50,-59.9133,-1.0000
139,50,-29.2451,-1.0000
140,50,-34.2644,-1.0000
141,50,-45.5919,-1.0000
142,50,-37.9650,-1.0000
143,50,-47.7627,-1.0000
144,50,-50.1048,-1.0000
145,50,-43.1038,-1.0000
146,50,-155.2817,-3.0000
147,50,-109.8315,-2.0000
148,50,-22.1767,0.0000
149,50,-22.7067,0.0000
150,50,-33.9648,-1.0000
151,50,-43.4395,-1.0000
152,50,-61.5570,-1.0000
153,50,-39.1572,-1.0000
154,50,-39.4842,-1.0000
155,50,-36.0185,-1.0000
156,50,-42.4044,-1.0000
157,50,-64.0428,-1.0000
158,50,-36.7931,-1.0000
159,50,-40.2578,-1.0000
160,50,-38.6776,-1.0000
161,50,-32.9074,-1.0000
162,50,-32.7043,-1.0000
163,50,31.7078,1.0000
164,50,-86.8163,-2.0000
165,50,-46.9741,-1.0000
166,50,-41.5859,-1.0000
167,50,-27.1327,-1.0000
168,50,-47.1897,-1.0000
169,50,-15.8398,0.0000
170,50,-41.2983,-1.0000
171,50,17.0488,0.0000
172,50,2.9265,0.0000
173,50,-27.9525,-1.0000
174,50,-11.1227,0.0000
175,50,-100.6571,-2.0000
176,50,-26.0366,-1.0000
177,50,-46.5197,-1.0000
178,50,-43.0668,-1.0000
179,50,-54.5741,-1.0000
180,50,-3.0303,0.0000
181,50,-35.6474,-1.0000
182,50,-33.2032,-1.0000
183,50,133.1201,3.0000
184,50,-122.0071,-2.0000
185,50,-36.9761,-1.0000
186,50,18.1970,0.0000
187,50,80.1409,2.0000
188,50,-51.8235,-1.0000
189,50,-79.6546,-2.0000
190,50,-33.9308,-1.0000
191,50,-61.3295,-1.0000
192,50,-41.1555,-1.0000
193,50,-41.6368,-1.0000
194,50,-35.3606,-1.0000
195,50,-125.3745,-3.0000
196,50,-51.9169,-1.0000
197,50,-43.8290,-1.0000
198,50,-133.2122,-3.0000
199,50,122.7890,2.0000
200,50,-40.2749,-1.0000
201,50,-45.5216,-1.0000
202,50,-39.9603,-1.0000
203,50,56.7877,1.0000
204,50,1.0665,0.0000
205,50,-50.3943,-1.0000
206,50,52.0453,1.0000
207,50,-28.9365,-1.0000
208,50,-36.1573,-1.0000
209,50,-45.0435,-1.0000
210,50,-43.9505,-1.0000
211,50,-39.7700,-1.0000
212,50,-26.3707,-1.0000
213,50,-44.0517,-1.0000
214,50,-43.5322,-1.0000
215,50,24.2607,0.0000
216,50,-51.1208,-1.0000
217,50,-46.7678,-1.0000
218,50,-39.7604,-1.0000
219,50,-17.7344,0.0000
220,50,-43.3112,-1.0000
221,50,-52.4921,-1.0000
222,50,-3.0666,0.0000
223,50,-37.2612,-1.0000
224,50,-71.7578,-1.0000
225,50,-44.9217,-1.0000
226,50,-55.1149,-1.0000
227,50,-182.9621,-4.0000
228,50,-28.3501,-1.0000
229,50,-40.3691,-1.0000
230,50,-269.5800,-5.0000
231,50,-252.5000,-5.0000
232,50,-252.5000,-5.0000
233,50,-252.5000,-5.0000
234,50,-252.5000,-5.0000
235,50,-252.5000,-5.0000
236,50,-252.5000,-5.0000
237,50,-252.5000,-5.0000
238,50,-252.5000,-5.0000
239,50,-252.5000,-5.0000
240,50,-252.5000,-5.0000
241,50,-252.5000,-5.0000
242,50,-252.5000,-5.0000
243,50,-252.5000,-5.0000
244,50,-252.5000,-5.0000
245,50,-252.5000,-5.0000
246,50,-252.5000,-5.0000
247,50,-252.5000,-5.0000
248,50,-252.5000,-5.0000
249,50,-252.5000,-5.0000
250,50,-252.5000,-5.0000
251,50,-252.5000,-5.0000
252,50,-252.5000,-5.0000
253,50,-252.5000,-5.0000
254,50,-252.5000,-5.0000
255,50,-252.5000,-5.0000
256,50,-252.5000,-5.0000
257,50,-252.5000,-5.0000
258,50,-252.5000,-5.0000
259,50,-252.5000,-5.0000
260,50,-252.5000,-5.0000
261,50,-252.5000,-5.0000
262,50,-252.5000,-5.0000
263,50,-252.5000,-5.0000
264,50,-252.5000,-5.0000
265,50,-252.5000,-5.0000
266,50,-252.5000,-5.0000
267,50,-252.5000,-5.0000
268,50,-252.5000,-5.0000
269,50,-252.5000,-5.0000
270,50,-252.5000,-5.0000
271,50,-252.5000,-5.0000
272,50,-252.5000,-5.0000
273,50,-252.5000,-5.0000
274,50,-252.5000,-5.0000
275,50,-252.5000,-5.0000
276,50,-252.5000,-5.0000
277,50,-252.5000,-5.0000
278,50,-252.5000,-5.0000
279,50,-252.5000,-5.0000
280,50,-252.5000,-5.0000
281,50,-252.5000,-5.0000
282,50,-252.5000,-5.0000
283,50,-252.5000,-5.0000
284,50,-252.5000,-5.0000
285,50,-252.5000,-5.0000
286,50,-252.5000,-5.0000
287,50,-252.5000,-5.0000
288,50,-252.5000,-5.0000
289,50,-252.5000,-5.0000
290,50,-252.5000,-5.0000
291,50,-252.5000,-5.0000
292,50,-252.5000,-5.0000
293,50,-252.5000,-5.0000
294,50,-252.5000,-5.0000
295,50,-252.5000,-5.0000
296,50,-252.5000,-5.0000
297,50,-252.5000,-5.0000
298,50,-252.5000,-5.0000
299,50,-252.5000,-5.0000
300,50,-252.5000,-5.0000
301,50,-252.5000,-5.0000
302,50,-252.5000,-5.0000
303,50,-252.5000,-5.0000
304,50,-252.5000,-5.0000
305,50,-252.5000,-5.0000
306,50,-252.5000,-5.0000
307,50,-252.5000,-5.0000
308,50,-252.5000,-5.0000
309,50,-252.5000,-5.0000
310,50,-252.5000,-5.0000
311,50,-252.5000,-5.0000
312,50,-252.5000,-5.0000
313,50,-252.5000,-5.0000
314,50,-252.5000,-5.0000
315,50,-252.5000,-5.0000
316,50,-252.5000,-5.0000
317,50,-252.5000,-5.0000
318,50,-252.5000,-5.0000
319,50,-252.5000,-5.0000
320,50,-252.5000,-5.0000
321,50,-252.5000,-5.0000
322,50,-252.5000,-5.0000
323,50,-252.5000,-5.0000
324,50,-252.5000,-5.0000
325,50,-252.5000,-5.0000
326,50,-252.5000,-5.0000
327,50,-252.5000,-5.0000
328,50,-252.5000,-5.0000
329,50,-252.5000,-5.0000
330,50,-252.5000,-5.0000
331,50,-252.5000,-5.0000
332,50,-252.5000,-5.0000
333,50,-252.5000,-5.0000
334,50,-252.5000,-5.0000
335,50,-252.5000,-5.0000
336,50,-252.5000,-5.0000
337,50,-252.5000,-5.0000
338,50,-252.5000,-5.0000
339,50,-252.5000,-5.0000
340,50,-252.5000,-5.0000
341,50,-252.5000,-5.0000
342,50,-252.5000,-5.0000
343,50,-252.5000,-5.0000
344,50,-252.5000,-5.0000
345,50,-252.5000,-5.0000
346,50,-252.5000,-5.0000
347,50,-252.5000,-5.0000
348,50,-252.5000,-5.0000
349,50,-252.5000,-5.0000
350,50,-252.5000,-5.0000
351,50,-252.5000,-5.0000
352,50,-252.5000,-5.0000
353,50,-252.5000,-5.0000
354,50,-252.5000,-5.0000
355,50,-252.5000,-5.0000
356,50,-252.5000,-5.0000
357,50,-252.5000,-5.0000
358,50,-252.5000,-5.0000
359,50,-252.5000,-5.0000
360,50,-252.5000,-5.0000
361,50,-252.5000,-5.0000
362,50,-252.5000,-5.0000
363,50,-252.5000,-5.0000
364,50,-252.5000,-5.0000
365,50,-252.5000,-5.0000
366,50,-252.5000,-5.0000
367,50,-252.5000,-5.0000
368,50,-252.5000,-5.0000
369,50,-252.5000,-5.0000
370,50,-252.5000,-5.0000
371,50,-252.5000,-5.0000
372,50,-252.5000,-5.0000
373,50,-252.5000,-5.0000
374,50,-252.5000,-5.0000
375,50,-252.5000,-5.0000
376,50,-252.5000,-5.0000
377,50,-252.5000,-5.0000
378,50,-252.5000,-5.0000
379,50,-252.5000,-5.0000
380,50,-252.5000,-5.0000
381,50,-252.5000,-5.0000
382,50,-252.5000,-5.0000
383,50,-252.5000,-5.0000
384,50,-252.5000,-5.0000
385,50,-252.5000,-5.0000
386,50,-252.5000,-5.0000
387,50,-252.5000,-5.0000
388,50,-252.5000,-5.0000
389,50,-252.5000,-5.0000
390,50,-252.5000,-5.0000
391,50,-252.5000,-5.0000
392,50,-252.5000,-5.0000
393,50,-252.5000,-5.0000
394,50,-252.5000,-5.0000
395,50,-252.5000,-5.0000
396,50,-252.5000,-5.0000
397,50,-252.5000,-5.0000
398,50,-252.5000,-5.0000
399,50,-252.5000,-5.0000
400,50,-252.5000,-5.0000
401,50,-47.3849,-1.0000
402,50,-45.5650,-1.0000
403,50,-52.1158,-1.0000
404,50,-45.2239,-1.0000
405,50,-38.0283,-1.0000
406,50,-48.8977,-1.0000
407,50,-13.3409,0.0000
408,50,-51.5746,-1.0000
409,50,-45.8198,-1.0000
410,50,148.6464,3.0000
411,50,91.8259,2.0000
412,50,-44.5065,-1.0000
413,50,-57.5441,-1.0000
414,50,-35.3293,-1.0000
415,50,-37.3509,-1.0000
416,50,-54.6580,-1.0000
417,50,-116.9294,-2.0000
418,50,-80.1190,-2.0000
419,50,114.2890,2.0000
420,50,-41.1017,-1.0000
421,50,114.8944,2.0000
422,50,-38.9349,-1.0000
423,50,0.7206,0.0000
424,50,-21.6580,0.0000
425,50,-39.0830,-1.0000
426,50,29.8310,1.0000
427,50,27.5077,1.0000
428,50,-45.1270,-1.0000
429,50,200.3253,4.0000
430,50,-34.6432,-1.0000
431,50,-38.7766,-1.0000
432,50,-38.7447,-1.0000
433,50,-45.0499,-1.0000
434,50,-43.3590,-1.0000
435,50,-38.4204,-1.0000
436,50,-47.8537,-1.0000
437,50,-21.9295,0.0000
438,50,-137.4832,-3.0000
439,50,-191.9484,-4.0000
440,50,-35.2752,-1.0000
441,50,-68.4206,-1.0000
442,50,-21.2048,0.0000
443,50,-26.9875,-1.0000
444,50,-22.2017,0.0000
445,50,-83.4962,-2.0000
446,50,27.1360,1.0000
447,50,13.1284,0.0000
448,50,-65.9332,-1.0000
449,50,40.7408,1.0000
450,50,-46.7076,-1.0000
451,50,-52.3688,-1.0000
452,50,56.1251,1.0000
453,50,-110.7051,-2.0000
454,50,-131.9765,-3.0000
455,50,-36.8115,-1.0000
456,50,-119.5410,-2.0000
457,50,13.4041,0.0000
458,50,-40.1470,-1.0000
459,50,-46.1787,-1.0000
460,50,-84.6806,-2.0000
461,50,-40.1244,-1.0000
462,50,9.3407,0.0000
463,50,-49.4489,-1.0000
464,50,-16.3860,0.0000
465,50,68.8347,1.0000
466,50,-85.7131,-2.0000
467,50,13.1573,0.0000
468,50,-22.4404,0.0000
469,50,-39.5668,-1.0000
470,50,-90.4615,-2.0000
471,50,-70.1616,-1.0000
472,50,-23.0091,0.0000
473,50,-48.2266,-1.0000
474,50,-15.5445,0.0000
475,50,-46.2398,-1.0000
476,50,-30.5706,-1.0000
477,50,30.0731,1.0000
478,50,-99.9129,-2.0000
479,50,-76.8575,-2.0000
480,50,-46.7257,-1.0000
481,50,-56.3067,-1.0000
482,50,-46.1292,-1.0000
483,50,-22.2035,0.0000
484,50,-42.0596,-1.0000
485,50,57.1804,1.0000
486,50,-16.6554,0.0000
487,50,-43.4582,-1.0000
488,50,-38.4098,-1.0000
489,50,-143.2977,-3.0000
490,50,41.5138,1.0000
491,50,-40.0694,-1.0000
492,50,11.5230,0.0000
493,50,-34.8622,-1.0000
494,50,-79.1653,-2.0000
495,50,-27.0039,-1.0000
496,50,-39.6652,-1.0000
497,50,-42.3675,-1.0000
498,50,-45.4249,-1.0000
499,50,-180.3641,-4.0000
500,50,-42.4744,-1.0000
501,50,-32.5810,-1.0000
502,50,-58.6847,-1.0000
503,50,95.5750,2.0000
504,50,-22.6979,0.0000
505,50,-2.7205,0.0000
506,50,-22.2343,0.0000
507,50,-44.5302,-1.0000
508,50,-17.1388,0.0000
509,50,-148.8405,-3.0000
510,50,14.3077,0.0000
511,50,23.3982,0.0000
512,50,85.6130,2.0000
513,50,-25.0058,-1.0000
514,50,-196.4149,-4.0000
515,50,-20.3648,0.0000
516,50,-74.4744,-1.0000
517,50,38.8324,1.0000
518,50,-56.5086,-1.0000
519,50,-40.4878,-1.0000
520,50,-26.8503,-1.0000
521,50,18.3056,0.0000
522,50,-47.7188,-1.0000
523,50,5.5568,0.0000
524,50,-206.9159,-4.0000
525,50,-43.6644,-1.0000
1,50,-252.5000,-5.0000
1,50,-252.5000,-5.0000
1,50,-252.5000,-5.0000
